ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,geometry
1162482,2010,00:00.0,2358,23,DON VALLEY PARKWAY  N,LAWRENCE AVE E,NULL,NULL,North York,16,33,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,D33,42,Banbury-Don Mills (42),"{'type': 'Point', 'coordinates': (-79.33209, 43.740245)}"
1163368,2010,00:00.0,805,8,CARLINGVIEW Driv,INTERNATIONAL Boul,NULL,3,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.59059, 43.675845)}"
1165628,2010,00:00.0,1619,16,RUNNYMEDE Rd,ST JOHNS Rd,NULL,3,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D11,90,Junction Area (90),"{'type': 'Point', 'coordinates': (-79.48139, 43.663845)}"
1163084,2010,00:00.0,1643,16,LAKE SHORE BLVD W,BUDAPEST LANE,NULL,1,Toronto and East York,4,11,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.44769, 43.637045)}"
1163934,2010,00:00.0,21,0,1181 FINCH AVE W,NULL,NULL,1,North York,6,31,Mid-Block,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.48289, 43.765245)}"
1163175,2010,00:00.0,1059,10,BATHURST ST,DANBY AVE,NULL,1,North York,6,32,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),"{'type': 'Point', 'coordinates': (-79.43689000000002, 43.749145)}"
1166313,2010,00:00.0,2030,20,EGLINTON Ave W,BLACKTHORN Ave,NULL,1,Etobicoke York,5,12,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D12,110,Keelesdale-Eglinton West (110),"{'type': 'Point', 'coordinates': (-79.46659, 43.691745)}"
1167934,2010,00:00.0,705,7,STEELES AVE E,NINTH LINE,NULL,3,Scarborough,25,42,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.22589, 43.842545)}"
1169892,2010,00:00.0,1013,10,MOUNT PLEASANT Road,ELM Aven,NULL,1,Toronto and East York,11,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D53,98,Rosedale-Moore Park (98),"{'type': 'Point', 'coordinates': (-79.38019, 43.674545)}"
1167297,2010,00:00.0,2302,23,DUNDAS Stre W,COLLEGE Stre,NULL,3,Toronto and East York,9,11,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D11,83,Dufferin Grove (83),"{'type': 'Point', 'coordinates': (-79.44159, 43.650345)}"
1167046,2010,00:00.0,2103,21,WILLOWDALE AVE,ELMWOOD AVE,NULL,3,North York,18,32,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D32,51,Willowdale East (51),"{'type': 'Point', 'coordinates': (-79.40169, 43.768845)}"
1169755,2010,00:00.0,1008,10,ELLESMERE Road,BRIMLEY Road,NULL,1,Scarborough,21,NULL,Intersection,At Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D43,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.26129, 43.770045)}"
1164945,2010,00:00.0,52,0,SPADINA Aven,BALDWIN Stre,NULL,1,Toronto and East York,11,NULL,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,78,Kensington-Chinatown (78),"{'type': 'Point', 'coordinates': (-79.39879, 43.654845)}"
1175797,2010,00:00.0,1542,15,QUEEN St E,BROOKLYN Ave,NULL,3,Toronto and East York,14,55,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D55,70,South Riverdale (70),"{'type': 'Point', 'coordinates': (-79.33589, 43.662045)}"
1165411,2010,00:00.0,630,6,F G GARDINER XY Expr E,DOWLING AVE,NULL,1,Toronto and East York,4,14,Mid-Block,NULL,No Control,Clear,Daylight,Spilled liquid,Non-Fatal Injury,Other,D14,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.43759000000001, 43.634145)}"
1165679,2010,00:00.0,916,9,SANDHURST CRCL,MCCOWAN RD,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D42,129,Agincourt North (129),"{'type': 'Point', 'coordinates': (-79.26919, 43.811645)}"
1170095,2010,00:00.0,1700,17,DANFORTH Ave,SIBLEY Ave,NULL,1,Toronto and East York,19,NULL,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,D55,61,Taylor-Massey (61),"{'type': 'Point', 'coordinates': (-79.29319, 43.690045)}"
1138973,2009,00:00.0,1144,11,ELLESMERE RD,MIDLAND AVE,NULL,1,Scarborough,21,41,Intersection,NULL,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D41,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.27109, 43.767945)}"
1182348,2010,00:00.0,2126,21,36 MILVAN DR,PENN Driv,NULL,2,Etobicoke York,7,31,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D31,21,Humber Summit (21),"{'type': 'Point', 'coordinates': (-79.55369, 43.753045)}"
1153514,2010,00:00.0,1108,11,JETHRO RD,MINNIE AVE,NULL,4,Etobicoke York,7,31,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D31,26,Downsview-Roding-CFB (26),"{'type': 'Point', 'coordinates': (-79.52129, 43.723545)}"
1179395,2010,00:00.0,1115,11,MARKHAM RD,STEELES AVE E,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.25119, 43.83654500000001)}"
1173447,2010,00:00.0,2039,20,ALEXDON RD,FINCH AVE W,NULL,1,North York,6,31,Intersection,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.48549, 43.764645)}"
1171252,2010,00:00.0,2145,21,UNIVERSITY AVE,GERRARD ST W,NULL,1,Toronto and East York,11,52,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38949, 43.657545)}"
1171250,2010,00:00.0,120,1,DUFFERIN ST,ST CLAIR AVE W,NULL,1,Toronto and East York,9,13,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.44309, 43.677945)}"
1125601,2009,00:00.0,1520,15,MARKHAM Road,TUXEDO Cour,NULL,1,Scarborough,24,43,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),"{'type': 'Point', 'coordinates': (-79.23299, 43.779545)}"
1179966,2010,00:00.0,1302,13,MILVERTON BLVD,LINNSMORE CRES,NULL,4,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D54,66,Danforth (66),"{'type': 'Point', 'coordinates': (-79.33049, 43.685345000000005)}"
1171639,2010,00:00.0,310,3,KING ST W,JOE SHUSTER WAY,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D14,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.42359, 43.639745)}"
1171946,2010,00:00.0,246,2,BAYVIEW AVE,POTTERY RD,NULL,1,North York,NULL,53,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,D53,56,Leaside-Bennington (56),"{'type': 'Point', 'coordinates': (-79.36219, 43.690745)}"
1182235,2010,00:00.0,2345,23,LAWRENCE Ave W,PINE St,NULL,1,Etobicoke York,5,12,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D12,113,Weston (113),"{'type': 'Point', 'coordinates': (-79.50829, 43.701945)}"
1171865,2010,00:00.0,345,3,EGLINTON AVE W,LOCKSLEY AVE,NULL,1,North York,NULL,13,Intersection,At Intersection,No Control,"Fog, Mist, Smoke, Dust",Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,107,Oakwood Village (107),"{'type': 'Point', 'coordinates': (-79.44729, 43.696345)}"
1180385,2010,00:00.0,45,0,1492 LAKE SHORE BLVD W,NULL,NULL,1,Toronto and East York,4,11,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,D11,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.45739, 43.63794500000001)}"
1173449,2010,00:00.0,325,3,DUNDAS ST W,BLOOR ST W,NULL,1,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D11,88,High Park North (88),"{'type': 'Point', 'coordinates': (-79.45249, 43.656345)}"
1171997,2010,00:00.0,822,8,UNIVERSITY AVE,ORDE ST,NULL,1,Toronto and East York,11,52,Intersection,NULL,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.389987, 43.658744000000006)}"
1180878,2010,00:00.0,908,9,DUNDAS ST E,SACKVILLE ST,NULL,1,Toronto and East York,13,51,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D51,72,Regent Park (72),"{'type': 'Point', 'coordinates': (-79.36299, 43.660145)}"
1181330,2010,00:00.0,1548,15,MILNER AVE,MORNINGSIDE AVE,NULL,1,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.19909, 43.800245)}"
1180994,2010,00:00.0,1659,16,QUEEN ST W,CAMERON ST,NULL,1,Toronto and East York,10,14,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39759, 43.648445)}"
1172906,2010,00:00.0,155,1,WESTON RD,PORTER AVE,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D12,111,Rockcliffe-Smythe (111),"{'type': 'Point', 'coordinates': (-79.47869, 43.682845)}"
1172992,2010,00:00.0,916,9,ISLINGTON AVE,THE WESTWAY,NULL,1,Etobicoke York,2,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,D23,6,Kingsview Village-The Westway (6),"{'type': 'Point', 'coordinates': (-79.54289, 43.688645)}"
1181132,2010,00:00.0,2145,21,124 ELLESMERE RD,NULL,NULL,1,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D41,119,Wexford/Maryvale (119),"{'type': 'Point', 'coordinates': (-79.30949, 43.759145)}"
1181194,2010,00:00.0,1156,11,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D43,137,Woburn (137),"{'type': 'Point', 'coordinates': (-79.21579, 43.761845)}"
1173424,2010,00:00.0,1846,18,DOVERCOURT RD,DUPONT ST,NULL,1,Toronto and East York,9,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'Point', 'coordinates': (-79.43279, 43.669645)}"
1182422,2010,00:00.0,2201,22,OVERLEA BLVD,THORNCLIFFE PARK DR,NULL,1,North York,15,53,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D53,55,Thorncliffe Park (55),"{'type': 'Point', 'coordinates': (-79.34509, 43.707145)}"
1181388,2010,00:00.0,1722,17,ELM RIDGE DR,NEWGATE RD,NULL,2,North York,8,13,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,102,Forest Hill North (102),"{'type': 'Point', 'coordinates': (-79.43699, 43.703145)}"
1181618,2010,00:00.0,1927,19,350 MIDWEST RD,NULL,NULL,2,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D41,126,Dorset Park (126),"{'type': 'Point', 'coordinates': (-79.27159, 43.761745)}"
1181546,2010,00:00.0,1700,17,26 ALABASTER RD,NULL,NULL,4,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'Point', 'coordinates': (-79.59959, 43.756345)}"
1181613,2010,00:00.0,1600,16,COLLEGE ST,BAY ST,NULL,1,Toronto and East York,NULL,52,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38479, 43.661045)}"
1176162,2010,00:00.0,1800,18,KING ST W,PETER ST,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.392284, 43.645983)}"
1167187,2010,00:00.0,1630,16,WELLINGTON ST W,SIMCOE ST,NULL,3,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Angle,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.38629000000002, 43.645845)}"
1181809,2010,00:00.0,1932,19,WARDEN AVE,HYMUS RD,NULL,1,Scarborough,20,41,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,120,Clairlea-Birchmount (120),"{'type': 'Point', 'coordinates': (-79.28419, 43.719545)}"
1182360,2010,00:00.0,1748,17,ST CLAIR Ave W,ST CLARENS Ave,NULL,1,Toronto and East York,9,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.44899, 43.676645)}"
1175178,2010,00:00.0,1600,16,DUFFERIN ST,EGLINTON AVE W,NULL,1,North York,NULL,13,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D13,107,Oakwood Village (107),"{'type': 'Point', 'coordinates': (-79.45029, 43.695645)}"
1177549,2010,00:00.0,1730,17,OTONABEE AVE,YONGE ST,NULL,1,North York,18,32,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D32,50,Newtonbrook East (50),"{'type': 'Point', 'coordinates': (-79.41919, 43.794645)}"
1175068,2010,00:00.0,1110,11,LAWRENCE AVE E,MORNINGSIDE AVE,NULL,3,Scarborough,25,43,Mid-Block,At Intersection,No Control,Other,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.18509, 43.768645)}"
1182676,2010,00:00.0,1254,12,SHAW St,HARBORD St,NULL,3,Toronto and East York,11,14,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D14,80,Palmerston-Little Italy (80),"{'type': 'Point', 'coordinates': (-79.42189, 43.659045000000006)}"
1175069,2010,00:00.0,1415,14,PAPE AVE,GAMBLE AVE,NULL,1,Toronto and East York,14,54,Intersection,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D54,58,Old East York (58),"{'type': 'Point', 'coordinates': (-79.34919, 43.690545)}"
1143343,2009,00:00.0,1920,19,MAGNETIC Driv,ALNESS Stre,NULL,3,North York,6,32,Intersection,At Intersection,Stop Sign,Clear,Dark,Wet,Non-Fatal Injury,Turning Movement,D32,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.47929, 43.782545)}"
1200768,2010,00:00.0,910,9,BARTLETT AVE,DUPONT ST,NULL,4,Toronto and East York,9,NULL,Mid-Block,NULL,Traffic Gate,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'Point', 'coordinates': (-79.43659, 43.669545)}"
1131878,2009,00:00.0,1203,12,WILLIAM R ALLEN RD,SHEPPARD AVE W,NULL,1,North York,6,32,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D32,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.46339, 43.750245)}"
1130482,2009,00:00.0,45,0,KINGSTON Rd,BIRCHCLIFF Ave,NULL,1,Scarborough,20,41,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D41,122,Birchcliffe-Cliffside (122),"{'type': 'Point', 'coordinates': (-79.26519, 43.691245)}"
1134244,2009,00:00.0,901,9,KEELE ST,STEELES AVE W,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Turning Movement,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.49449, 43.781545)}"
1159418,2010,00:00.0,1625,16,STEELES Aven E,BIRCHMOUNT Road,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,116,Steeles (116),"{'type': 'Point', 'coordinates': (-79.31689, 43.821345)}"
1172619,2010,00:00.0,1521,15,18 HURNDALE AVE,NULL,NULL,4,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D54,67,Playter Estates-Danforth (67),"{'type': 'Point', 'coordinates': (-79.35459, 43.677845)}"
1139232,2009,00:00.0,10,0,HIGHWAY 27  N,HUMBER COLLEGE Boul,NULL,1,Etobicoke York,1,23,Intersection,NULL,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.60139, 43.730445)}"
1160348,2010,00:00.0,1605,16,LAKE SHORE Boul W,JAMESON Aven,NULL,1,Toronto and East York,4,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.43439000000001, 43.632045)}"
1160789,2010,00:00.0,515,5,FINCH Aven W,EDITHVALE Driv,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Snow,Dark,Slush,Non-Fatal Injury,SMV Other,D32,36,Newtonbrook West (36),"{'type': 'Point', 'coordinates': (-79.42709, 43.777245)}"
1154795,2010,00:00.0,2320,23,THE QUEENSWAY,HIGH ST,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,16,Stonegate-Queensway (16),"{'type': 'Point', 'coordinates': (-79.48209, 43.630845)}"
1154990,2010,00:00.0,2300,23,VILLIERS ST,MUNITION ST,NULL,4,Toronto and East York,14,51,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,D51,70,South Riverdale (70),"{'type': 'Point', 'coordinates': (-79.34989, 43.648545)}"
1161062,2010,00:00.0,746,7,WOODBINE Aven,KINGSTON Road,NULL,1,Toronto and East York,19,55,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.30789, 43.673945)}"
1161266,2010,00:00.0,1700,17,KINGSTON RD,SHEPPARD AVE E,NULL,1,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.14622, 43.798911)}"
1161050,2010,00:00.0,2004,20,QUEEN Stre E,LOCKWOOD Road,NULL,3,Toronto and East York,19,55,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.30869, 43.668045)}"
1155407,2010,00:00.0,1605,16,HORNER AVE,EDILOU DR,NULL,3,Etobicoke York,3,22,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D22,20,Alderwood (20),"{'type': 'Point', 'coordinates': (-79.53139, 43.604745)}"
1155869,2010,00:00.0,1308,13,SHEPPARD Ave E,BROWNSPRING Rd,NULL,1,Scarborough,23,42,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,128,Agincourt South-Malvern West (128),"{'type': 'Point', 'coordinates': (-79.26249, 43.788845)}"
1161474,2010,00:00.0,2210,22,DUFFERIN Stre,EGLINTON Aven W,NULL,1,North York,NULL,13,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,107,Oakwood Village (107),"{'type': 'Point', 'coordinates': (-79.45029, 43.695645)}"
1161585,2010,00:00.0,733,7,MILNER Aven,MCCOWAN Road,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,128,Agincourt South-Malvern West (128),"{'type': 'Point', 'coordinates': (-79.25649, 43.785345)}"
1156458,2010,00:00.0,1353,13,YONGE ST,MAITLAND ST,NULL,1,Toronto and East York,13,NULL,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,75,Church-Yonge Corridor (75),"{'type': 'Point', 'coordinates': (-79.38419, 43.663845)}"
1156744,2010,00:00.0,1504,15,STEELES AVE W,GIHON SPRING DR,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Approaching,D23,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'Point', 'coordinates': (-79.59529, 43.759545)}"
1157272,2010,00:00.0,523,5,ROYAL DR,DON VALLEY PARKWAY  N,NULL,NULL,Toronto and East York,14,55,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,SMV Other,D55,68,North Riverdale (68),"{'type': 'Point', 'coordinates': (-79.35879, 43.672745)}"
1161998,2010,00:00.0,1937,19,MARKHAM Rd,BRIMORTON Dr,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),"{'type': 'Point', 'coordinates': (-79.23069, 43.773445)}"
1162673,2010,00:00.0,2030,20,BURNHAMTHORPE RD,MARTIN GROVE RD,NULL,1,Etobicoke York,2,22,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D22,14,Islington-City Centre West (14),"{'type': 'Point', 'coordinates': (-79.54899, 43.648845)}"
1162587,2010,00:00.0,838,8,FINCH Aven E,BRIDLETOWNE Circ,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,117,L'Amoreaux (117),"{'type': 'Point', 'coordinates': (-79.31229000000002, 43.797445)}"
1158000,2010,00:00.0,955,9,FAYWOOD Boul,BAINBRIDGE Aven,NULL,2,North York,6,32,Intersection,NULL,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,33,Clanton Park (33),"{'type': 'Point', 'coordinates': (-79.44969, 43.748045)}"
1158315,2010,00:00.0,400,4,DON VALLEY PARKWAY  N,LEASIDE BDGE,NULL,1,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,58,Old East York (58),"{'type': 'Point', 'coordinates': (-79.34939, 43.697845)}"
1158316,2010,00:00.0,402,4,DON VALLEY PARKWAY  N,LEASIDE BDGE,NULL,1,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,58,Old East York (58),"{'type': 'Point', 'coordinates': (-79.34969, 43.698045)}"
