ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,geometry
4002174888,2014,00:00.0,814,8,FRED GARDINER EXPR,KIPLING AVENUE,500 m East of,NULL,Etobicoke York,3,22,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.520129, 43.618888)}"
4002177658,2014,00:00.0,1450,14,45 BAY ST,NULL,NULL,1,Toronto and East York,10,52,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.378192, 43.643874)}"
4002187226,2014,00:00.0,2205,22,LAKE SHORE BLVD W,KIPLING AVE,1 m North of,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,D22,18,New Toronto (18),"{'type': 'Point', 'coordinates': (-79.51691, 43.598124)}"
4002194232,2014,00:00.0,2217,22,F G GARDINER XY  W,SPADINA AVE,NULL,1,Toronto and East York,10,52,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.390979, 43.638892)}"
4002194958,2014,00:00.0,40,0,BIRCHMOUNT RD,STEELES AVE E,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D42,116,Steeles (116),"{'type': 'Point', 'coordinates': (-79.316913, 43.821383000000004)}"
4002199465,2014,00:00.0,1747,17,LAWRENCE AVE E,MCCOWAN RD,NULL,1,Scarborough,NULL,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D43,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.245387, 43.755477)}"
4002199584,2014,00:00.0,1822,18,DUNDAS ST W,PACIFIC AVE,NULL,1,Toronto and East York,4,11,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D11,90,Junction Area (90),"{'type': 'Point', 'coordinates': (-79.469447, 43.665461)}"
142211983,2014,00:00.0,1250,12,53 CRAIGMORE CRES,NULL,NULL,4,North York,18,32,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D32,51,Willowdale East (51),"{'type': 'Point', 'coordinates': (-79.397456, 43.763236)}"
4002199854,2014,00:00.0,1913,19,EGLINTON AVE E,MIDLAND AVE,NULL,1,Scarborough,NULL,41,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D41,124,Kennedy Park (124),"{'type': 'Point', 'coordinates': (-79.25609900000002, 43.734919)}"
4002204042,2014,00:00.0,1204,12,QUEEN ST E,JONES AVE,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,70,South Riverdale (70),"{'type': 'Point', 'coordinates': (-79.332813, 43.662654)}"
4002215759,2014,00:00.0,2220,22,KENNEDY RD,HIGHVIEW AV,58 m North of,2,Scarborough,20,41,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,D41,122,Birchcliffe-Cliffside (122),"{'type': 'Point', 'coordinates': (-79.255931, 43.70297500000001)}"
4002231179,2014,00:00.0,555,5,F G GARDINER XY  E,GRAND AVE,NULL,NULL,Etobicoke York,3,22,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.496753, 43.623709)}"
4002237751,2014,00:00.0,110,1,BATHURST ST,ARDMORE RD,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,D13,101,Forest Hill South (101),"{'type': 'Point', 'coordinates': (-79.422572, 43.693701)}"
4002253625,2014,00:00.0,1252,12,THIRTY FIFTH ST,DOMINION RD,NULL,4,Etobicoke York,3,22,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D22,19,Long Branch (19),"{'type': 'Point', 'coordinates': (-79.534717, 43.592047)}"
4002255654,2014,00:00.0,1750,17,QUEEN ST E,KINGSTON RD,NULL,1,Toronto and East York,19,55,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.312595, 43.667227)}"
892658,2006,00:00.0,852,8,BLOOR ST W,DUNDAS ST W,NULL,1,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D11,88,High Park North (88),"{'type': 'Point', 'coordinates': (-79.45249, 43.656345)}"
892810,2006,00:00.0,915,9,MORNINGSIDE AVE,SHEPPARD AVE E,NULL,1,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.199786, 43.801943)}"
892682,2006,00:00.0,240,2,EGLINTON AVE E,COMMONWEALTH AVE,NULL,1,Scarborough,NULL,41,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D41,138,Eglinton East (138),"{'type': 'Point', 'coordinates': (-79.25619, 43.734945)}"
892913,2006,00:00.0,1903,19,OSSINGTON AVE,DUNDAS ST W,NULL,1,Toronto and East York,NULL,14,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,81,Trinity-Bellwoods (81),"{'type': 'Point', 'coordinates': (-79.42079, 43.649345)}"
893251,2006,00:00.0,1535,15,ISLINGTON AVE,DIXON RD,NULL,1,Etobicoke York,NULL,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D23,6,Kingsview Village-The Westway (6),"{'type': 'Point', 'coordinates': (-79.54669, 43.697045)}"
896606,2006,00:00.0,925,9,BIRCHMOUNT RD,SANWOOD BLVD,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,116,Steeles (116),"{'type': 'Point', 'coordinates': (-79.31449, 43.816245)}"
894953,2006,00:00.0,1710,17,DUNDAS ST E,PEMBROKE ST,NULL,1,Toronto and East York,13,51,Intersection,NULL,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.37239, 43.658145)}"
897335,2006,00:00.0,642,6,SYMINGTON AVE,ANTLER ST,NULL,2,Toronto and East York,9,11,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'Point', 'coordinates': (-79.45049, 43.663945)}"
897348,2006,00:00.0,1554,15,BLOOR ST W,BATHURST ST,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.41129, 43.665145)}"
893720,2006,00:00.0,343,3,WILLOWDALE AVE,MCKEE AVE,NULL,3,North York,18,32,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,D32,51,Willowdale East (51),"{'type': 'Point', 'coordinates': (-79.40429, 43.774945)}"
908179,2006,00:00.0,2120,21,STEELES AVE W,SHALE GT,NULL,1,North York,6,31,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.48669, 43.783345000000004)}"
897456,2006,00:00.0,207,2,ST CLAIR AVE W,BLACKTHORN AVE,NULL,1,Toronto and East York,9,NULL,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D11,91,Weston-Pellam Park (91),"{'type': 'Point', 'coordinates': (-79.45869, 43.674445)}"
898163,2006,00:00.0,1743,17,STEELES AVE E,WARDEN AVE,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D42,116,Steeles (116),"{'type': 'Point', 'coordinates': (-79.32439, 43.819645)}"
893964,2006,00:00.0,755,7,941 PROGRESS AVE,NULL,NULL,3,Scarborough,24,43,Mid-Block,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),"{'type': 'Point', 'coordinates': (-79.23179, 43.783845)}"
894030,2006,00:00.0,2100,21,BLACK CREEK DR,LAWRENCE AVE W,NULL,1,Etobicoke York,5,12,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D12,30,Brookhaven-Amesbury (30),"{'type': 'Point', 'coordinates': (-79.49409, 43.704945)}"
894423,2006,00:00.0,1435,14,2423 KEELE ST,NULL,NULL,1,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,D12,29,Maple Leaf (29),"{'type': 'Point', 'coordinates': (-79.47849000000001, 43.71064500000001)}"
898778,2006,00:00.0,1139,11,WESTON RD,ROGERS RD,NULL,1,Etobicoke York,5,12,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D12,111,Rockcliffe-Smythe (111),"{'type': 'Point', 'coordinates': (-79.47799, 43.682545)}"
894735,2006,00:00.0,1850,18,910 DUNDAS ST E,NULL,NULL,3,Toronto and East York,14,55,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D55,70,South Riverdale (70),"{'type': 'Point', 'coordinates': (-79.34979, 43.662845)}"
899126,2006,00:00.0,1614,16,CALEDONIA RD,NORMAN AVE,NULL,3,Toronto and East York,9,13,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.45579000000001, 43.677745)}"
899369,2006,00:00.0,1640,16,BLOOR ST W,CHRISTIE ST,NULL,1,Toronto and East York,11,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.41769, 43.663745)}"
899537,2006,00:00.0,2205,22,JANE ST,EGLINTON AVE W,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,D12,115,Mount Dennis (115),"{'type': 'Point', 'coordinates': (-79.49879, 43.684445)}"
895615,2006,00:00.0,2344,23,F G GARDINER XY E  E,SPADINA AVE,NULL,1,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39129, 43.638745)}"
895818,2006,00:00.0,1717,17,DON MILLS RD,GATEWAY BLVD,NULL,1,North York,16,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D54,44,Flemingdon Park (44),"{'type': 'Point', 'coordinates': (-79.33579, 43.713045)}"
899747,2006,00:00.0,1615,16,DUNDAS ST W,BLOOR ST W,NULL,1,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D11,88,High Park North (88),"{'type': 'Point', 'coordinates': (-79.45249, 43.656345)}"
895926,2006,00:00.0,230,2,1340 LESLIE ST,NULL,NULL,1,North York,NULL,33,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D33,42,Banbury-Don Mills (42),"{'type': 'Point', 'coordinates': (-79.35559, 43.732745)}"
897350,2006,00:00.0,1555,15,KINGSTON RD,EGLINTON AVE E,NULL,1,Scarborough,24,43,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,D43,139,Scarborough Village (139),"{'type': 'Point', 'coordinates': (-79.20959, 43.745745)}"
896072,2006,00:00.0,1325,13,WALMER RD,HEATH ST W,NULL,2,Toronto and East York,12,13,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,101,Forest Hill South (101),"{'type': 'Point', 'coordinates': (-79.41319, 43.686545)}"
899910,2006,00:00.0,1540,15,BAY ST,GERRARD ST W,NULL,1,Toronto and East York,11,52,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38489, 43.658545)}"
899914,2006,00:00.0,1825,18,232 VIEWMOUNT AVE,NULL,NULL,4,North York,8,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,32,Englemount-Lawrence (32),"{'type': 'Point', 'coordinates': (-79.43919, 43.708045000000006)}"
900010,2006,00:00.0,1150,11,4559 SHEPPARD Aven E,NULL,NULL,1,Scarborough,23,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D42,128,Agincourt South-Malvern West (128),"{'type': 'Point', 'coordinates': (-79.26289, 43.788745)}"
900242,2006,00:00.0,1744,17,ADELAIDE ST E,FREDERICK ST,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.36989, 43.651845)}"
900284,2006,00:00.0,1530,15,EGLINTON AVE W,MARTIN GROVE RD,NULL,1,Etobicoke York,NULL,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D22,10,Princess-Rosethorn (10),"{'type': 'Point', 'coordinates': (-79.56319, 43.674445)}"
900285,2006,00:00.0,1620,16,KENNEDY RD,PROGRESS AVE,NULL,1,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D41,126,Dorset Park (126),"{'type': 'Point', 'coordinates': (-79.28249000000001, 43.769845)}"
900307,2006,00:00.0,1853,18,RICHMOND ST E,ONTARIO ST,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.36669, 43.653945)}"
901141,2006,00:00.0,1830,18,YONGE ST,WILSON AVE,NULL,1,North York,NULL,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D32,40,St.Andrew-Windfields (40),"{'type': 'Point', 'coordinates': (-79.40669, 43.744145)}"
920927,2006,00:00.0,2330,23,KING ST W,BLUE JAYS WAY,NULL,1,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39179, 43.646145)}"
904614,2006,00:00.0,2314,23,SHEPPARD AVE E,BROWNSPRING RD,NULL,1,Scarborough,23,42,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,128,Agincourt South-Malvern West (128),"{'type': 'Point', 'coordinates': (-79.25969, 43.789445)}"
904441,2006,00:00.0,1452,14,EDENBRIDGE DR,THE KINGSWAY,NULL,4,Etobicoke York,2,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D22,9,Edenbridge-Humber Valley (9),"{'type': 'Point', 'coordinates': (-79.52759, 43.667545)}"
905909,2006,00:00.0,1911,19,MANNING AVE,BLOOR ST W,NULL,4,Toronto and East York,11,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.41649, 43.665345)}"
901382,2006,00:00.0,1950,19,EGLINTON AVE E,FORMAN AVE,NULL,1,North York,15,53,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D53,99,Mount Pleasant East (99),"{'type': 'Point', 'coordinates': (-79.38619, 43.709145)}"
906284,2006,00:00.0,710,7,THE QUEENSWAY,MORGAN AVE,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,16,Stonegate-Queensway (16),"{'type': 'Point', 'coordinates': (-79.50149, 43.626545)}"
904596,2006,00:00.0,1632,16,BLOOR ST W,SOUTH KINGSWAY,NULL,1,Toronto and East York,4,11,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D11,87,High Park-Swansea (87),"{'type': 'Point', 'coordinates': (-79.48569, 43.648345000000006)}"
905154,2006,00:00.0,610,6,MEADOWVALE RD,PLUG HAT RD,NULL,2,Scarborough,25,42,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.18299, 43.835745)}"
911757,2006,00:00.0,700,7,YONGE ST,DELISLE AVE,NULL,1,Toronto and East York,12,53,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D53,98,Rosedale-Moore Park (98),"{'type': 'Point', 'coordinates': (-79.39459, 43.689145)}"
902180,2006,00:00.0,1536,15,VAUGHAN RD,LOUISE AVE,NULL,3,Toronto and East York,12,13,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D13,106,Humewood-Cedarvale (106),"{'type': 'Point', 'coordinates': (-79.42159, 43.684945)}"
891993,2006,00:00.0,2222,22,F G GARDINER XY  W,PARK LAWN RD,NULL,NULL,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,Sideswipe,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.48149, 43.627745)}"
905024,2006,00:00.0,1700,17,WILSON AVE,ELROSE AVE,NULL,1,Etobicoke York,7,31,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D31,26,Downsview-Roding-CFB (26),"{'type': 'Point', 'coordinates': (-79.52399, 43.717445)}"
905249,2006,00:00.0,1225,12,BAY ST,CUMBERLAND ST,NULL,1,Toronto and East York,11,53,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.38979, 43.670545)}"
903786,2006,00:00.0,2047,20,ELM ST,MURRAY ST,NULL,2,Toronto and East York,11,52,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,78,Kensington-Chinatown (78),"{'type': 'Point', 'coordinates': (-79.39049, 43.656145)}"
911540,2006,00:00.0,50,0,LAWRENCE AVE E,TOWER DR,NULL,1,Scarborough,21,41,Intersection,NULL,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D41,119,Wexford/Maryvale (119),"{'type': 'Point', 'coordinates': (-79.29829, 43.744545)}"
909657,2006,00:00.0,510,5,FINCH AVE W,SENTINEL RD,NULL,1,Etobicoke York,7,31,Intersection,NULL,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.49999, 43.761045)}"
906225,2006,00:00.0,1137,11,FINCH AVE W,VIRGILWOOD DR,NULL,1,North York,6,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,35,Westminster-Branson (35),"{'type': 'Point', 'coordinates': (-79.44819, 43.772845)}"
1092885,2009,00:00.0,2141,21,MAIN Stre,DANFORTH Aven,NULL,1,Toronto and East York,19,NULL,NULL,NULL,NULL,Other,Dark,Other,Non-Fatal Injury,Other,D55,62,East End-Danforth (62),"{'type': 'Point', 'coordinates': (-79.30179, 43.688145)}"
919534,2006,00:00.0,1215,12,6 HAVENBROOK BLVD,NULL,NULL,4,North York,17,33,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D33,53,Henry Farm (53),"{'type': 'Point', 'coordinates': (-79.35689, 43.768745)}"
903449,2006,00:00.0,1810,18,STILECROFT DR,SENTINEL RD,NULL,4,North York,6,31,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.49259, 43.750745)}"
916560,2006,00:00.0,1140,11,LAUGHTON AVE,TALBOT ST,NULL,2,Toronto and East York,9,11,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D11,91,Weston-Pellam Park (91),"{'type': 'Point', 'coordinates': (-79.45729, 43.673945)}"
903914,2006,00:00.0,150,1,WOODBINE AVE,GERRARD ST E,NULL,1,Toronto and East York,19,55,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D55,62,East End-Danforth (62),"{'type': 'Point', 'coordinates': (-79.31129, 43.681945)}"
907762,2006,00:00.0,1024,10,REXDALE BLVD,BERGAMOT AVE,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D23,4,Rexdale-Kipling (4),"{'type': 'Point', 'coordinates': (-79.55969, 43.713345)}"
904456,2006,00:00.0,1840,18,BATHURST ST,GLENCAIRN AVE,NULL,1,North York,8,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D53,39,Bedford Park-Nortown (39),"{'type': 'Point', 'coordinates': (-79.42809, 43.712345)}"
884756,2006,00:00.0,754,7,DEAN PARK RD,BRAYMORE BLVD,NULL,2,Scarborough,25,42,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.17069, 43.803445)}"
907900,2006,00:00.0,622,6,RENFORTH DR,CONVAIR DR,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.59329, 43.672145)}"
912231,2006,00:00.0,1915,19,30 CARLTON ST,NULL,NULL,1,Toronto and East York,13,51,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D51,75,Church-Yonge Corridor (75),"{'type': 'Point', 'coordinates': (-79.38179000000001, 43.661345)}"
917581,2006,00:00.0,2250,22,YONGE ST,ROSEHILL AVE,NULL,1,Toronto and East York,12,53,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,98,Rosedale-Moore Park (98),"{'type': 'Point', 'coordinates': (-79.39329, 43.686245)}"
905457,2006,00:00.0,2214,22,BATHURST ST,DAVENPORT RD,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D13,96,Casa Loma (96),"{'type': 'Point', 'coordinates': (-79.41579, 43.676745)}"
908702,2006,00:00.0,2358,23,GOSFORD BLVD,ARTECH CRT,NULL,2,Etobicoke York,7,31,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D31,24,Black Creek (24),"{'type': 'Point', 'coordinates': (-79.52119, 43.763345)}"
905408,2006,00:00.0,550,5,KENNEDY RD,LAWRENCE AVE E,NULL,1,Scarborough,21,41,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,D41,126,Dorset Park (126),"{'type': 'Point', 'coordinates': (-79.27489, 43.749445)}"
905456,2006,00:00.0,1615,16,EGLINTON AVE W,ROYAL YORK RD,NULL,1,Etobicoke York,2,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Turning Movement,D22,8,Humber Heights-Westmount (8),"{'type': 'Point', 'coordinates': (-79.52659, 43.682345)}"
908832,2006,00:00.0,2149,21,YONGE ST,LORD SEATON RD,NULL,1,North York,NULL,32,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D32,40,St.Andrew-Windfields (40),"{'type': 'Point', 'coordinates': (-79.40809, 43.752445)}"
905761,2006,00:00.0,2328,23,ROSEDALE VALLEY RD,BAYVIEW AVE,NULL,3,Toronto and East York,NULL,51,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,SMV Other,D51,71,Cabbagetown-South St.James Town (71),"{'type': 'Point', 'coordinates': (-79.36609, 43.671645)}"
909606,2006,00:00.0,1203,12,MCCOWAN RD,EGLINTON AVE E,NULL,1,Scarborough,NULL,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D43,138,Eglinton East (138),"{'type': 'Point', 'coordinates': (-79.23839, 43.738845)}"
906207,2006,00:00.0,734,7,KINGSTON RD,DUNDAS ST E,NULL,1,Toronto and East York,19,55,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.31119, 43.669945)}"
906410,2006,00:00.0,1815,18,ST CLAIR AVE W,WINONA DR,NULL,1,Toronto and East York,NULL,13,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D13,94,Wychwood (94),"{'type': 'Point', 'coordinates': (-79.43249, 43.680245)}"
906526,2006,00:00.0,1655,16,BRIMLEY RD,CHARTLAND BLVD S,NULL,1,Scarborough,23,42,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D42,129,Agincourt North (129),"{'type': 'Point', 'coordinates': (-79.27669, 43.804745)}"
906553,2006,00:00.0,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,NULL,NULL,North York,8,13,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D13,102,Forest Hill North (102),"{'type': 'Point', 'coordinates': (-79.43839, 43.705545)}"
913296,2006,00:00.0,2040,20,29 BLAIR ATHOL Cres,NULL,NULL,4,Etobicoke York,2,22,Mid-Block,NULL,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,D22,10,Princess-Rosethorn (10),"{'type': 'Point', 'coordinates': (-79.54469, 43.667245)}"
911336,2006,00:00.0,1000,10,BIRCHMOUNT RD,MODERN RD,NULL,1,Scarborough,21,41,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D41,126,Dorset Park (126),"{'type': 'Point', 'coordinates': (-79.28349, 43.744045)}"
