ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,collision_lat,collision_long,red_light_lat,red_light_long,right_light_camera,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ACTIVATION_DATE
9002403050,2019,00:00.0,129,1,LAWRENCE AVE E,BARRYMORE RD,NULL,1,Scarborough,21,43,Mid-Block,Non Intersection,No Control,NULL,Dark,NULL,Fatal,Pedestrian Collisions,D43,127,Bendale (127),-79.25,43.7544,NULL,NULL,N,NULL,NULL,NULL
9002439136,2019,00:00.0,1945,19,NEWARK RD,SCARBOROUGH GOLF CLUB RD,NULL,4,Scarborough,24,43,Intersection,At Intersection,Stop Sign,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,D43,135,Morningside (135),-79.221,43.7756,NULL,NULL,N,NULL,NULL,NULL
1327895,2012,00:00.0,1052,10,KIPLING AVE,EGLINTON AVE W,NULL,1,Etobicoke York,2,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,10,Princess-Rosethorn (10),-79.5508,43.6771,NULL,NULL,N,NULL,NULL,NULL
1310839,2012,00:00.0,855,8,KENNEDY RD,WICKWARE GT,NULL,1,Scarborough,21,41,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,126,Dorset Park (126),-79.2762,43.7532,NULL,NULL,N,NULL,NULL,NULL
1315841,2012,00:00.0,951,9,CHURCH ST,CARLTON ST,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D51,75,Church-Yonge Corridor (75),-79.3793,43.6618,NULL,NULL,N,NULL,NULL,NULL
1311734,2012,00:00.0,1930,19,BLOOR ST E,ST PAULS SQ,NULL,1,Toronto and East York,11,NULL,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D51,75,Church-Yonge Corridor (75),-79.3823,43.6711,NULL,NULL,N,NULL,NULL,NULL
1314310,2012,00:00.0,29,0,EDENBRIDGE Dr,EDGEHILL Rd,NULL,2,Etobicoke York,2,22,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D22,9,Edenbridge-Humber Valley (9),-79.5173,43.6714,NULL,NULL,N,NULL,NULL,NULL
1306447,2012,00:00.0,1243,12,AVENUE RD,ELGIN AVE,NULL,1,Toronto and East York,11,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,95,Annex (95),-79.3952,43.6714,NULL,NULL,N,NULL,NULL,NULL
1321770,2012,00:00.0,1630,16,BAYVIEW AVE,FELDBAR CRT,NULL,1,North York,NULL,NULL,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D33,52,Bayview Village (52),-79.3919,43.7838,NULL,NULL,N,NULL,NULL,NULL
1344412,2012,00:00.0,1415,14,FIFTH Stre,LAKE SHORE Boul W,NULL,1,Etobicoke York,3,22,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D22,18,New Toronto (18),-79.5029,43.6012,NULL,NULL,N,NULL,NULL,NULL
1316631,2012,00:00.0,1624,16,VICTORIA PARK AVE,CLYDESDALE DR,NULL,1,North York,NULL,NULL,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D42,117,L'Amoreaux (117),-79.327,43.784,NULL,NULL,N,NULL,NULL,NULL
1292008,2012,00:00.0,2000,20,SHEPPARD Aven W,BUCKLAND Road,NULL,1,Etobicoke York,NULL,31,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,D31,25,Glenfield-Jane Heights (25),-79.5042,43.7408,NULL,NULL,N,NULL,NULL,NULL
1355791,2013,00:00.0,139,1,QUEEN ST E,EASTERN AVE,NULL,1,Toronto and East York,19,55,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,D55,63,The Beaches (63),-79.3125,43.6672,NULL,NULL,N,NULL,NULL,NULL
1285462,2012,00:00.0,1020,10,ROSEDALE VALLEY RD,BAYVIEW AVE,NULL,1,Toronto and East York,NULL,51,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,D51,71,Cabbagetown-South St.James Town (71),-79.3601,43.6701,NULL,NULL,N,NULL,NULL,NULL
1265738,2011,00:00.0,2240,22,DUFFERIN ST,KENNARD AVE,NULL,1,North York,6,32,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D32,34,Bathurst Manor (34),-79.4649,43.76,NULL,NULL,N,NULL,NULL,NULL
1303045,2012,00:00.0,1936,19,WARDEN AVE,HUNTINGWOOD DR,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Turning Movement,D42,118,Tam O'Shanter-Sullivan (118),-79.3108,43.7854,NULL,NULL,N,NULL,NULL,NULL
1303942,2012,00:00.0,640,6,GOODWOOD AVE,SELLERS AVE,NULL,4,Toronto and East York,9,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D13,92,Corso Italia-Davenport (92),-79.4447,43.6809,NULL,NULL,N,NULL,NULL,NULL
1304249,2012,00:00.0,1044,10,BATHURST St,BRIAR HILL Ave,NULL,1,North York,8,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D13,102,Forest Hill North (102),-79.427,43.7079,NULL,NULL,N,NULL,NULL,NULL
1247894,2011,00:00.0,2301,23,YORK MILLS RD,DVP N YORK MILLS W RAMP,NULL,1,North York,16,33,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D33,45,Parkwoods-Donalda (45),-79.334,43.7588,NULL,NULL,N,NULL,NULL,NULL
1367728,2013,00:00.0,1326,13,SPADINA AVE,NASSAU ST,NULL,1,Toronto and East York,11,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,78,Kensington-Chinatown (78),-79.3992,43.6558,NULL,NULL,N,NULL,NULL,NULL
1325969,2012,00:00.0,900,9,CARLAW AVE,EASTERN AVE,NULL,3,Toronto and East York,14,55,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D55,70,South Riverdale (70),-79.3396,43.6601,NULL,NULL,N,NULL,NULL,NULL
1330495,2012,00:00.0,1145,11,DUPONT ST,OSSINGTON AVE,NULL,1,Toronto and East York,11,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4274,43.6703,NULL,NULL,N,NULL,NULL,NULL
1298592,2012,00:00.0,1143,11,WESTON RD,DORA SPENCER RD,NULL,3,Etobicoke York,5,12,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D12,115,Mount Dennis (115),-79.5027,43.692,NULL,NULL,N,NULL,NULL,NULL
1299089,2012,00:00.0,250,2,ST CLAIR AVE W,KEELE ST,NULL,1,Etobicoke York,5,NULL,Mid-Block,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,D11,90,Junction Area (90),-79.4684,43.6723,NULL,NULL,N,NULL,NULL,NULL
1367977,2013,00:00.0,1346,13,HIGHWAY 27  N,FINCH AVE W,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D23,1,West Humber-Clairville (1),-79.603,43.7341,NULL,NULL,N,NULL,NULL,NULL
1380620,2013,00:00.0,1840,18,QUEEN St E,VANCOUVER Ave,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D55,65,Greenwood-Coxwell (65),-79.3239,43.6646,NULL,NULL,N,NULL,NULL,NULL
1298040,2012,00:00.0,357,3,DON VALLEY PARKWAY  N,PRINCE EDWARD VIADUCT,NULL,NULL,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,D54,67,Playter Estates-Danforth (67),-79.3624,43.6814,NULL,NULL,N,NULL,NULL,NULL
1318799,2012,00:00.0,1558,15,OAKWOOD AVE,CONWAY AVE,NULL,3,Toronto and East York,9,13,Intersection,NULL,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,107,Oakwood Village (107),-79.4368,43.6826,NULL,NULL,N,NULL,NULL,NULL
1362938,2013,00:00.0,1346,13,QUEEN ST E,BOULTON AVE,NULL,3,Toronto and East York,14,55,Intersection,NULL,Pedestrian Crossover,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,D55,70,South Riverdale (70),-79.3466,43.6595,NULL,NULL,N,NULL,NULL,NULL
1343634,2013,00:00.0,1855,18,MIDLAND AVE,MCNICOLL AVE,NULL,1,Scarborough,NULL,42,Mid-Block,NULL,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,130,Milliken (130),-79.2932,43.817,NULL,NULL,N,NULL,NULL,NULL
1382682,2013,00:00.0,1756,17,DANFORTH AVE,COXWELL AVE,NULL,1,Toronto and East York,19,NULL,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,66,Danforth (66),-79.3229,43.6835,NULL,NULL,N,NULL,NULL,NULL
1382610,2013,00:00.0,228,2,BLOOR ST W,CLINTON ST,NULL,1,Toronto and East York,11,14,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D14,95,Annex (95),-79.4172,43.6638,NULL,NULL,N,NULL,NULL,NULL
1322488,2012,00:00.0,2208,22,YONGE ST,ORCHARD VIEW BLVD,NULL,1,North York,NULL,53,Intersection,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D53,104,Mount Pleasant West (104),-79.3986,43.7082,NULL,NULL,N,NULL,NULL,NULL
1349045,2013,00:00.0,520,5,170 FINCH AVE E,NULL,NULL,1,North York,18,32,Mid-Block,NULL,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Sideswipe,D32,51,Willowdale East (51),-79.4031,43.7824,NULL,NULL,N,NULL,NULL,NULL
1319211,2012,00:00.0,112,1,YORKSHIRE RD,IONVIEW RD,NULL,4,Scarborough,21,41,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D41,125,Ionview (125),-79.2747,43.74,NULL,NULL,N,NULL,NULL,NULL
1332258,2012,00:00.0,748,7,SHEPPARD AVE E,ALLANFORD RD,NULL,1,Scarborough,22,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D42,118,Tam O'Shanter-Sullivan (118),-79.2921,43.7823,NULL,NULL,N,NULL,NULL,NULL
1383782,2013,00:00.0,1610,16,DANFORTH Ave,BROADVIEW Ave,NULL,1,Toronto and East York,14,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D55,67,Playter Estates-Danforth (67),-79.3588,43.6761,NULL,NULL,N,NULL,NULL,NULL
1342812,2013,00:00.0,1112,11,KENNEDY Rd,DANCY Ave,NULL,1,Scarborough,22,42,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D42,130,Milliken (130),-79.2987,43.8052,NULL,NULL,N,NULL,NULL,NULL
1301426,2012,00:00.0,2310,23,475 UNWIN AVE,NULL,NULL,5,Toronto and East York,14,55,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D55,70,South Riverdale (70),-79.3274,43.6485,NULL,NULL,N,NULL,NULL,NULL
1301842,2012,00:00.0,2100,21,MANSE Rd,MANSEWOOD Gard,NULL,2,Scarborough,25,43,Intersection,NULL,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Sideswipe,D43,136,West Hill (136),-79.1757,43.7693,NULL,NULL,N,NULL,NULL,NULL
1345175,2013,00:00.0,1545,15,CLIFFSIDE DR,EAST HAVEN DR,NULL,2,Scarborough,20,41,Intersection,NULL,Stop Sign,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,D41,122,Birchcliffe-Cliffside (122),-79.2515,43.7036,NULL,NULL,N,NULL,NULL,NULL
1353008,2013,00:00.0,1815,18,DUNDAS ST E,CRAVEN RD,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,Stop Sign,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,D55,65,Greenwood-Coxwell (65),-79.3195,43.6684,NULL,NULL,N,NULL,NULL,NULL
1320057,2012,00:00.0,615,6,KENNEDY RD,FOXRIDGE DR,NULL,1,Scarborough,20,41,Intersection,At Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D41,124,Kennedy Park (124),-79.2644,43.724,NULL,NULL,N,NULL,NULL,NULL
1331576,2012,00:00.0,2030,20,STEELES AVE E,MAXOME AVE,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,50,Newtonbrook East (50),-79.4061,43.801,NULL,NULL,N,NULL,NULL,NULL
1383479,2013,00:00.0,845,8,GREENWOOD AVE,GERRARD ST E,NULL,3,Toronto and East York,14,55,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D55,65,Greenwood-Coxwell (65),-79.328,43.671,NULL,NULL,N,NULL,NULL,NULL
1383447,2013,00:00.0,1730,17,OLD YORK MILLS RD,YONGE ST,NULL,1,North York,NULL,32,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D32,41,Bridle Path-Sunnybrook-York Mills (41),-79.4064,43.7432,NULL,NULL,N,NULL,NULL,NULL
1363030,2013,00:00.0,1025,10,DUNDAS ST W,CLOVERDALE MALL,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,14,Islington-City Centre West (14),-79.5549,43.6289,NULL,NULL,N,NULL,NULL,NULL
1375460,2013,00:00.0,25,0,YORK MILLS RD,PARKWOODS VILLAGE DR,NULL,1,North York,16,33,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D33,45,Parkwoods-Donalda (45),-79.3238,43.7615,NULL,NULL,N,NULL,NULL,NULL
1332976,2012,00:00.0,1825,18,LAWRENCE AVE E,MORNINGSIDE AVE,NULL,1,Scarborough,24,43,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),-79.1879,43.768,NULL,NULL,N,NULL,NULL,NULL
1369174,2013,00:00.0,1637,16,ELLESMERE Rd,SARATOGA Dr,NULL,1,Scarborough,21,43,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D43,127,Bendale (127),-79.2536,43.7716,NULL,NULL,N,NULL,NULL,NULL
1349359,2013,00:00.0,1734,17,LAKE SHORE BLVD E,DON ROADWAY,NULL,1,Toronto and East York,NULL,51,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,SMV Other,D51,77,Waterfront Communities-The Island (77),-79.3484,43.6502,NULL,NULL,N,NULL,NULL,NULL
1364796,2013,00:00.0,1406,14,BATHURST ST,NINA ST,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D13,96,Casa Loma (96),-79.4169,43.6798,-79.4169,43.6798,Y,Bathurst St,Nina St,2020-12-03
1370609,2013,00:00.0,1612,16,DUNDAS ST W,MANNING AVE,NULL,1,Toronto and East York,NULL,14,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,81,Trinity-Bellwoods (81),-79.4109,43.6512,NULL,NULL,N,NULL,NULL,NULL
1334701,2013,00:00.0,655,6,STEELES AVE W,SIGNET DR,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D31,21,Humber Summit (21),-79.5433,43.7709,NULL,NULL,N,NULL,NULL,NULL
1259502,2011,00:00.0,1235,12,QUEEN ST E,RUSHBROOKE AVE,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,70,South Riverdale (70),-79.3322,43.6628,NULL,NULL,N,NULL,NULL,NULL
1259578,2011,00:00.0,2128,21,BLOOR ST W,HARCROFT RD,NULL,1,Toronto and East York,4,11,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D11,87,High Park-Swansea (87),-79.4728,43.6518,NULL,NULL,N,NULL,NULL,NULL
1250485,2011,00:00.0,1805,18,LANSDOWNE AVE,DAVENPORT RD,NULL,2,Toronto and East York,9,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D13,92,Corso Italia-Davenport (92),-79.449,43.6727,NULL,NULL,N,NULL,NULL,NULL
1258512,2011,00:00.0,1810,18,QUEEN ST E,DALHOUSIE ST,NULL,1,Toronto and East York,13,51,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D51,75,Church-Yonge Corridor (75),-79.3751,43.6533,NULL,NULL,N,NULL,NULL,NULL
1278852,2012,00:00.0,2258,22,F G GARDINER XY Expr W,ISLINGTON AVE,NULL,NULL,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D22,16,Stonegate-Queensway (16),-79.5118,43.6207,NULL,NULL,N,NULL,NULL,NULL
1280536,2012,00:00.0,1526,15,KEELE ST,WILSON AVE,NULL,1,North York,6,31,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,26,Downsview-Roding-CFB (26),-79.4818,43.726,NULL,NULL,N,NULL,NULL,NULL
1267110,2011,00:00.0,1905,19,16 STORMONT AVE,NULL,NULL,4,North York,8,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,39,Bedford Park-Nortown (39),-79.4232,43.7197,NULL,NULL,N,NULL,NULL,NULL
1256813,2011,00:00.0,1248,12,WILLIAM R ALLEN RD N,SHEPPARD AVE W,NULL,1,North York,6,32,Mid-Block,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D32,26,Downsview-Roding-CFB (26),-79.4623,43.7479,NULL,NULL,N,NULL,NULL,NULL
1281322,2012,00:00.0,1551,15,47 RAVINE PARK CRES,NULL,NULL,4,Scarborough,25,43,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,D43,131,Rouge (131),-79.136,43.7887,NULL,NULL,N,NULL,NULL,NULL
1282447,2012,00:00.0,1849,18,JAMESON AVE,LAXTON AVE W,NULL,3,Toronto and East York,4,14,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D14,85,South Parkdale (85),-79.437,43.64,NULL,NULL,N,NULL,NULL,NULL
1280448,2011,00:00.0,1430,14,QUEEN St W,CAMERON St,NULL,1,Toronto and East York,10,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,78,Kensington-Chinatown (78),-79.3977,43.6484,NULL,NULL,N,NULL,NULL,NULL
1271043,2011,00:00.0,1345,13,JANE ST,YORKWOODS GT,NULL,1,Etobicoke York,7,31,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,25,Glenfield-Jane Heights (25),-79.5161,43.7512,NULL,NULL,N,NULL,NULL,NULL
1258313,2011,00:00.0,1430,14,STEELES AVE W,MARKBROOK LANE,NULL,1,Etobicoke York,1,23,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.586,43.76,NULL,NULL,N,NULL,NULL,NULL
1253834,2011,00:00.0,1640,16,BLUE JAYS WAY,NAVY WHARF CRT,NULL,3,Toronto and East York,10,52,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,77,Waterfront Communities-The Island (77),-79.3918,43.6417,NULL,NULL,N,NULL,NULL,NULL
1282206,2011,00:00.0,1740,17,THE EAST MALL,EAST MALL CRES,NULL,3,Etobicoke York,3,22,Intersection,NULL,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D22,14,Islington-City Centre West (14),-79.5522,43.6314,NULL,NULL,N,NULL,NULL,NULL
1331563,2012,00:00.0,2255,22,KING ST W,TECUMSETH ST,NULL,1,Toronto and East York,10,14,Mid-Block,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,D14,82,Niagara (82),-79.4046,43.6435,NULL,NULL,N,NULL,NULL,NULL
1277511,2011,00:00.0,1527,15,PECKHAM AVE,CRISPIN CRES,NULL,4,North York,18,32,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D32,36,Newtonbrook West (36),-79.437,43.7921,NULL,NULL,N,NULL,NULL,NULL
1278799,2011,00:00.0,1724,17,FRONT St E,SCOTT St,NULL,3,Toronto and East York,13,51,Intersection,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D51,77,Waterfront Communities-The Island (77),-79.3757,43.6474,NULL,NULL,N,NULL,NULL,NULL
1280520,2012,00:00.0,1100,11,250 THE EAST MALL,NULL,NULL,3,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,14,Islington-City Centre West (14),-79.5522,43.6314,NULL,NULL,N,NULL,NULL,NULL
1320874,2012,00:00.0,1638,16,DANFORTH Aven,CARLAW Aven,NULL,1,Toronto and East York,14,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,68,North Riverdale (68),-79.3472,43.6784,NULL,NULL,N,NULL,NULL,NULL
1291622,2012,00:00.0,934,9,TAPSCOTT Road,WASHBURN Way,NULL,3,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,132,Malvern (132),-79.2241,43.8044,NULL,NULL,N,NULL,NULL,NULL
1323931,2012,00:00.0,654,6,EGLINTON AVE W,PEVERIL HILL  N,NULL,1,North York,NULL,13,Intersection,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D13,102,Forest Hill North (102),-79.4266,43.7007,NULL,NULL,N,NULL,NULL,NULL
1322655,2012,00:00.0,1526,15,FRONT St E,SHERBOURNE St,NULL,3,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,77,Waterfront Communities-The Island (77),-79.3678,43.6503,NULL,NULL,N,NULL,NULL,NULL
1322994,2012,00:00.0,853,8,LAWRENCE AVE W,BATHURST ST,NULL,1,North York,8,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,39,Bedford Park-Nortown (39),-79.4297,43.7192,NULL,NULL,N,NULL,NULL,NULL
1291004,2012,00:00.0,1951,19,3850 SHEPPARD AVE E,NULL,NULL,1,Scarborough,22,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,118,Tam O'Shanter-Sullivan (118),-79.2924,43.7823,NULL,NULL,N,NULL,NULL,NULL
1264639,2011,00:00.0,1735,17,DON MILLS RD,OVERLEA BLVD,NULL,1,North York,16,54,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,44,Flemingdon Park (44),-79.3345,43.7104,NULL,NULL,N,NULL,NULL,NULL
1257535,2011,00:00.0,1716,17,KIPLING AVE,REDWATER DR,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D23,4,Rexdale-Kipling (4),-79.5681,43.7148,NULL,NULL,N,NULL,NULL,NULL
1335478,2012,00:00.0,1405,14,QUEEN ST W,BAY ST,NULL,1,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,76,Bay Street Corridor (76),-79.3827,43.6516,NULL,NULL,N,NULL,NULL,NULL
1330074,2012,00:00.0,1320,13,810 COLLEGE ST,NULL,NULL,1,Toronto and East York,11,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,81,Trinity-Bellwoods (81),-79.4218,43.6545,NULL,NULL,N,NULL,NULL,NULL
1324317,2012,00:00.0,1731,17,JARVIS ST,WELLESLEY ST E,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,71,Cabbagetown-South St.James Town (71),-79.3782,43.6662,NULL,NULL,N,NULL,NULL,NULL
1263909,2011,00:00.0,2211,22,KING ST W,BATHURST ST,NULL,1,Toronto and East York,10,14,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D14,82,Niagara (82),-79.4033,43.6437,NULL,NULL,N,NULL,NULL,NULL
1274121,2011,00:00.0,1803,18,DON MILLS Road,FINCH Aven E,NULL,1,North York,17,33,Mid-Block,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D33,48,Hillcrest Village (48),-79.3547,43.793,NULL,NULL,N,NULL,NULL,NULL
1260223,2011,00:00.0,1320,13,BATHURST ST,BARTON AVE,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,95,Annex (95),-79.4123,43.6681,NULL,NULL,N,NULL,NULL,NULL
1326729,2012,00:00.0,1249,12,ST CLAIR AVE W,BOON AVE,NULL,1,Toronto and East York,9,13,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,92,Corso Italia-Davenport (92),-79.4463,43.6772,NULL,NULL,N,NULL,NULL,NULL
1321287,2012,00:00.0,101,1,DAVENPORT Rd,MOUNT ROYAL Ave,NULL,3,Toronto and East York,9,13,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D13,94,Wychwood (94),-79.4325,43.6745,NULL,NULL,N,NULL,NULL,NULL
