ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,collision_lat,collision_long,red_light_lat,red_light_long,right_light_camera,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ACTIVATION_DATE
4001839979,2014,00:00.0,1725,17,YONGE ST,PLEASANT BLVD,NULL,1,Toronto and East York,12,53,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,98,Rosedale-Moore Park (98),-79.3936,43.6871,NULL,NULL,N,NULL,NULL,NULL
4001911454,2014,00:00.0,2030,20,THE QUEENSWAY,SOUTH KINGSWAY,NULL,1,Toronto and East York,4,11,Mid-Block,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,D11,87,High Park-Swansea (87),-79.4734,43.6354,NULL,NULL,N,NULL,NULL,NULL
4001938263,2014,00:00.0,1700,17,MARKET ST,THE ESPLANADE,44 m North of,4,Toronto and East York,13,51,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,77,Waterfront Communities-The Island (77),-79.3719,43.6485,NULL,NULL,N,NULL,NULL,NULL
4002306340,2014,00:00.0,311,3,KING ST W,BRANT ST,NULL,1,Toronto and East York,10,14,Mid-Block,Non Intersection,Pedestrian Crossover,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,D14,77,Waterfront Communities-The Island (77),-79.3976,43.6449,NULL,NULL,N,NULL,NULL,NULL
5000653521,2015,00:00.0,1405,14,1159 DUNDAS ST E,NULL,6 m West of,3,Toronto and East York,14,55,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D55,70,South Riverdale (70),-79.3423,43.6644,NULL,NULL,N,NULL,NULL,NULL
4002017268,2014,00:00.0,644,6,WOODBINE AVE,MERRILL AVE E,NULL,1,Toronto and East York,19,55,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D55,62,East End-Danforth (62),-79.3118,43.6834,NULL,NULL,N,NULL,NULL,NULL
5000543987,2015,00:00.0,2308,23,F G GARDINER XY  W,STRACHAN AVE,NULL,NULL,Toronto and East York,10,14,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,D14,82,Niagara (82),-79.4121,43.6374,NULL,NULL,N,NULL,NULL,NULL
5000549380,2015,00:00.0,1951,19,DON MILLS RD,LEITH HILL RD,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D33,47,Don Valley Village (47),-79.3478,43.7771,NULL,NULL,N,NULL,NULL,NULL
5000560374,2015,00:00.0,2028,20,JANE ST,EAST DR,NULL,1,Etobicoke York,5,12,Intersection,Intersection Related,Traffic Signal,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D12,111,Rockcliffe-Smythe (111),-79.4968,43.6789,NULL,NULL,N,NULL,NULL,NULL
4001840724,2014,00:00.0,2002,20,BAYVIEW AVE,PARKHURST BLVD,NULL,1,North York,15,53,Intersection,At Intersection,Pedestrian Crossover,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D53,56,Leaside-Bennington (56),-79.3763,43.7086,NULL,NULL,N,NULL,NULL,NULL
4003192512,2014,00:00.0,1515,15,VICTORIA PARK AVE,O CONNOR DR,NULL,1,North York,NULL,NULL,Intersection,Intersection Related,Traffic Signal,Other,Daylight,Dry,Fatal,Cyclist Collisions,D41,120,Clairlea-Birchmount (120),-79.302,43.7233,NULL,NULL,N,NULL,NULL,NULL
4001968230,2014,00:00.0,1053,10,FINCH AVE W,DRIFTWOOD AVE,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,25,Glenfield-Jane Heights (25),-79.5134,43.758,NULL,NULL,N,NULL,NULL,NULL
5000471839,2015,00:00.0,2010,20,ST CLAIR AVE W,ARLINGTON AVE,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,D13,94,Wychwood (94),-79.4288,43.681,NULL,NULL,N,NULL,NULL,NULL
5001233986,2015,00:00.0,1015,10,THE QUEENSWAY,SOUTH KINGSWAY,167 m East of,1,Toronto and East York,4,11,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,87,High Park-Swansea (87),-79.4722,43.6363,NULL,NULL,N,NULL,NULL,NULL
5001501450,2015,00:00.0,1545,15,LOWER SIMCOE ST,BREMNER BLVD,NULL,3,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,77,Waterfront Communities-The Island (77),-79.3839,43.6423,NULL,NULL,N,NULL,NULL,NULL
143339762,2014,00:00.0,600,6,FINCH AVE W,DRIFTWOOD AVE,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,D31,25,Glenfield-Jane Heights (25),-79.5134,43.758,NULL,NULL,N,NULL,NULL,NULL
4003469913,2014,00:00.0,720,7,STEELES AVE E,TOWNSEND RD,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D33,48,Hillcrest Village (48),-79.3575,43.8119,NULL,NULL,N,NULL,NULL,NULL
4003518072,2014,00:00.0,2228,22,KIPLING AVE,FINCH AVE W,NULL,1,Etobicoke York,1,23,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5827,43.7431,NULL,NULL,N,NULL,NULL,NULL
4003523985,2014,00:00.0,2308,23,BRIMLEY RD,DORCOT AVE,NULL,1,Scarborough,21,NULL,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D43,127,Bendale (127),-79.2571,43.7588,NULL,NULL,N,NULL,NULL,NULL
5001016196,2015,00:00.0,830,8,ARROWSTOOK RD,BURBANK DR,NULL,4,North York,17,33,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D33,52,Bayview Village (52),-79.377,43.7712,NULL,NULL,N,NULL,NULL,NULL
5001074217,2015,00:00.0,405,4,457 SPADINA AVE,NULL,18 m East of,1,Toronto and East York,11,NULL,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D52,79,University (79),-79.4002,43.6583,NULL,NULL,N,NULL,NULL,NULL
5000924528,2015,00:00.0,1854,18,SPENVALLEY DR,ARLETA AVE,NULL,2,Etobicoke York,7,31,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,25,Glenfield-Jane Heights (25),-79.5014,43.7436,NULL,NULL,N,NULL,NULL,NULL
5001660531,2015,00:00.0,1943,19,HUMBERSIDE AVE,KEELE ST,NULL,1,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D11,88,High Park North (88),-79.4629,43.6615,NULL,NULL,N,NULL,NULL,NULL
5001095656,2015,00:00.0,1745,17,300 PROGRESS AVE,NULL,40 m East of,3,Scarborough,21,41,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,127,Bendale (127),-79.2669,43.7743,NULL,NULL,N,NULL,NULL,NULL
5001105926,2015,00:00.0,949,9,MARKHAM RD,PROGRESS AVE,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D43,137,Woburn (137),-79.2338,43.7817,-79.2338,43.7817,Y,Markham Rd,Progress Ave,2017-08-11
965365,2007,00:00.0,1430,14,KIPLING AVE,NAMCO RD,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D23,1,West Humber-Clairville (1),-79.5651,43.7084,NULL,NULL,N,NULL,NULL,NULL
958417,2007,00:00.0,326,3,DANFORTH Aven,CEDARVALE Aven,NULL,1,Toronto and East York,19,NULL,Intersection,NULL,No Control,Clear,Dark,Ice,Non-Fatal Injury,Approaching,D55,62,East End-Danforth (62),-79.3106,43.6861,NULL,NULL,N,NULL,NULL,NULL
5001722959,2015,00:00.0,753,7,DAVISVILLE AVE,MOUNT PLEASANT RD,64 m West of,3,Toronto and East York,12,53,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,104,Mount Pleasant West (104),-79.3878,43.7001,NULL,NULL,N,NULL,NULL,NULL
967064,2007,00:00.0,316,3,FINCH AVE W,MARTIN GROVE RD,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Snow,Dark,Wet,Non-Fatal Injury,Approaching,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5902,43.7372,NULL,NULL,N,NULL,NULL,NULL
945718,2006,00:00.0,1855,18,WILLOWDALE AVE,BYNG AVE,NULL,3,North York,18,32,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,51,Willowdale East (51),-79.4057,43.7785,NULL,NULL,N,NULL,NULL,NULL
972580,2007,00:00.0,19,0,YONGE ST,STEELES AVE E,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,D32,50,Newtonbrook East (50),-79.42,43.7979,-79.42,43.7979,Y,NULL,NULL,2017-08-11
5000516992,2015,00:00.0,1240,12,REINER RD,WILSON HEIGHTS BLVD,NULL,3,North York,6,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D32,33,Clanton Park (33),-79.4548,43.7486,NULL,NULL,N,NULL,NULL,NULL
940637,2006,00:00.0,1545,15,BRIMLEY RD,HUNTINGWOOD DR,NULL,1,Scarborough,23,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D42,129,Agincourt North (129),-79.2721,43.7958,NULL,NULL,N,NULL,NULL,NULL
5001362618,2015,00:00.0,700,7,FINCH AVE E,BIRCHMOUNT RD,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,117,L'Amoreaux (117),-79.3059,43.7989,-79.3059,43.7989,Y,Finch Ave E,Birchmount Rd,2017-03-10
951917,2007,00:00.0,1521,15,114 LA ROSE AVE,NULL,NULL,2,Etobicoke York,2,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,8,Humber Heights-Westmount (8),-79.5206,43.6856,NULL,NULL,N,NULL,NULL,NULL
969646,2007,00:00.0,1836,18,DUNDAS SQ,OKEEFE LANE,NULL,2,Toronto and East York,13,NULL,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D51,75,Church-Yonge Corridor (75),-79.3797,43.6559,NULL,NULL,N,NULL,NULL,NULL
961403,2007,00:00.0,110,1,HORTICULTURAL AVE,GERRARD ST E,NULL,3,Toronto and East York,13,51,Mid-Block,NULL,No Control,Clear,Dark,Ice,Non-Fatal Injury,Pedestrian Collisions,D51,73,Moss Park (73),-79.3747,43.6609,NULL,NULL,N,NULL,NULL,NULL
970485,2007,00:00.0,2300,23,BIRCHMOUNT RD,MACK AVE,NULL,3,Scarborough,20,41,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D41,120,Clairlea-Birchmount (120),-79.2658,43.7015,NULL,NULL,N,NULL,NULL,NULL
964254,2007,00:00.0,1907,19,ALLEN X S LAWRENCE E RAMP W,LAWRENCE AVE W,NULL,1,North York,8,NULL,Intersection,At Intersection,Yield Sign,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D13,31,Yorkdale-Glen Park (31),-79.4449,43.7159,NULL,NULL,N,NULL,NULL,NULL
5000979465,2015,00:00.0,1322,13,YONGE ST,EMPRESS AVE,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D32,51,Willowdale East (51),-79.4128,43.7692,NULL,NULL,N,NULL,NULL,NULL
933527,2006,00:00.0,1830,18,ROGERS RD,GLENHOLME AVE,NULL,3,Toronto and East York,NULL,13,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D13,107,Oakwood Village (107),-79.4415,43.6865,NULL,NULL,N,NULL,NULL,NULL
927841,2006,00:00.0,929,9,SKYMARK DR,DON MILLS RD,NULL,2,North York,17,33,Mid-Block,NULL,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D33,48,Hillcrest Village (48),-79.3524,43.7939,NULL,NULL,N,NULL,NULL,NULL
930634,2006,00:00.0,320,3,TRETHEWEY DR,YORKTOWN DR,NULL,3,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,D12,112,Beechborough-Greenbrook (112),-79.4777,43.6927,NULL,NULL,N,NULL,NULL,NULL
932574,2006,00:00.0,745,7,CUMMER AVE,WILLOWDALE AVE,NULL,3,North York,18,32,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,50,Newtonbrook East (50),-79.409,43.7888,NULL,NULL,N,NULL,NULL,NULL
953931,2007,00:00.0,2008,20,LAKE SHORE BLVD W,NEWFOUNDLAND RD,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D14,82,Niagara (82),-79.4107,43.6324,NULL,NULL,N,NULL,NULL,NULL
5000926071,2015,00:00.0,51,0,BAYVIEW AVE,BOWAN CRT,NULL,1,North York,NULL,NULL,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D33,49,Bayview Woods-Steeles (49),-79.3941,43.795,NULL,NULL,N,NULL,NULL,NULL
980728,2007,00:00.0,226,2,RICHMOND ST E,CHURCH ST,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,D51,75,Church-Yonge Corridor (75),-79.3754,43.6524,NULL,NULL,N,NULL,NULL,NULL
932038,2006,00:00.0,1912,19,YONGE ST,CHURCH AVE,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,51,Willowdale East (51),-79.4139,43.7737,NULL,NULL,N,NULL,NULL,NULL
981276,2007,00:00.0,930,9,YONGE ST,DUNDAS ST W,NULL,1,Toronto and East York,NULL,NULL,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,75,Church-Yonge Corridor (75),-79.381,43.6566,NULL,NULL,N,NULL,NULL,NULL
946073,2006,00:00.0,1350,13,52 RANEE AVE,NULL,NULL,2,North York,8,32,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D32,32,Englemount-Lawrence (32),-79.4343,43.7263,NULL,NULL,N,NULL,NULL,NULL
994265,2007,00:00.0,1555,15,ALBION RD,CALSTOCK DR,NULL,1,Etobicoke York,1,23,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D23,3,Thistletown-Beaumond Heights (3),-79.5578,43.7339,NULL,NULL,N,NULL,NULL,NULL
1011551,2007,00:00.0,1232,12,MARTIN GROVE RD,401 X W MARTIN GROVE RAMP,NULL,1,Etobicoke York,1,23,Intersection,NULL,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Angle,D23,1,West Humber-Clairville (1),-79.5714,43.6928,NULL,NULL,N,NULL,NULL,NULL
1345002,2013,00:00.0,2041,20,SHEPPARD AVE W,KEELE ST,NULL,1,North York,6,31,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D31,26,Downsview-Roding-CFB (26),-79.4863,43.7447,NULL,NULL,N,NULL,NULL,NULL
1338092,2013,00:00.0,1707,17,TAPSCOTT RD,MCLEVIN AVE,NULL,3,Scarborough,23,42,Mid-Block,At Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,D42,132,Malvern (132),-79.228,43.8058,NULL,NULL,N,NULL,NULL,NULL
1366152,2013,00:00.0,2225,22,WATSON ST,OLD KINGSTON RD,NULL,3,Scarborough,25,43,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,D43,133,Centennial Scarborough (133),-79.1724,43.7821,NULL,NULL,N,NULL,NULL,NULL
1379135,2013,00:00.0,2124,21,CHRISTIE St,DAVENPORT Rd,NULL,3,Toronto and East York,12,13,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D13,94,Wychwood (94),-79.423,43.6755,NULL,NULL,N,NULL,NULL,NULL
1340810,2013,00:00.0,838,8,TAPSCOTT RD,FINCH Ave E,NULL,3,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,131,Rouge (131),-79.237,43.8142,NULL,NULL,N,NULL,NULL,NULL
1343587,2013,00:00.0,1039,10,DON MILLS RD W,GOODVIEW RD,NULL,1,North York,17,33,Mid-Block,At Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D33,47,Don Valley Village (47),-79.3519,43.7813,NULL,NULL,N,NULL,NULL,NULL
1372963,2013,00:00.0,1532,15,247 DAVENPORT Rd,NULL,NULL,1,Toronto and East York,11,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D53,95,Annex (95),-79.3977,43.6744,NULL,NULL,N,NULL,NULL,NULL
1336399,2012,00:00.0,2027,20,OVERLEA BLVD,WILLIAM MORGAN DR,NULL,1,North York,15,53,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,55,Thorncliffe Park (55),-79.3402,43.7082,NULL,NULL,N,NULL,NULL,NULL
1357350,2013,00:00.0,1514,15,WEST TORONTO ST,KEELE ST,NULL,2,Etobicoke York,5,11,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D11,90,Junction Area (90),-79.4679,43.6696,NULL,NULL,N,NULL,NULL,NULL
1338878,2012,00:00.0,611,6,DON MILLS RD,HAVENBROOK BLVD,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D33,53,Henry Farm (53),-79.3464,43.7695,NULL,NULL,N,NULL,NULL,NULL
1366764,2013,00:00.0,1850,18,185 FALLINGBROOK RD,NULL,NULL,2,Scarborough,20,41,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D41,122,Birchcliffe-Cliffside (122),-79.2802,43.6846,NULL,NULL,N,NULL,NULL,NULL
5001203164,2015,00:00.0,2030,20,DANFORTH AVE,AUGUST AVE,NULL,1,Scarborough,20,41,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,121,Oakridge (121),-79.2811,43.6928,NULL,NULL,N,NULL,NULL,NULL
1384474,2013,00:00.0,1022,10,CHILTERN HILL RD,EGLINTON AVE W,NULL,1,North York,NULL,13,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D13,106,Humewood-Cedarvale (106),-79.4277,43.7005,NULL,NULL,N,NULL,NULL,NULL
1388488,2013,00:00.0,500,5,LAKE SHORE BLVD W,BATHURST ST,NULL,1,Toronto and East York,10,14,Intersection,NULL,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,D14,77,Waterfront Communities-The Island (77),-79.3996,43.6364,NULL,NULL,N,NULL,NULL,NULL
1338722,2013,00:00.0,2050,20,LAWRENCE AVE W,CULFORD RD,NULL,1,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D12,29,Maple Leaf (29),-79.4851,43.7069,NULL,NULL,N,NULL,NULL,NULL
1384076,2013,00:00.0,1939,19,ISLINGTON Ave,BEAUMONDE HEIGHTS Dr,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,D23,3,Thistletown-Beaumond Heights (3),-79.568,43.7431,NULL,NULL,N,NULL,NULL,NULL
1338879,2012,00:00.0,704,7,KING St E,PRINCESS St,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,D51,73,Moss Park (73),-79.367,43.6515,NULL,NULL,N,NULL,NULL,NULL
1339179,2012,00:00.0,611,6,PARLIAMENT ST,KING ST E,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,D51,73,Moss Park (73),-79.3632,43.6527,-79.3632,43.6527,Y,King St E,Parliament St,2017-03-10
1370441,2013,00:00.0,1230,12,754 ROYAL YORK RD,NULL,NULL,3,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D22,16,Stonegate-Queensway (16),-79.5066,43.636,NULL,NULL,N,NULL,NULL,NULL
4001438202,2014,00:00.0,1540,15,THE POND RD,ATKINSON RD,7 m West of,3,Etobicoke York,7,31,NULL,At/Near Private Drive,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,D31,27,York University Heights (27),-79.5008,43.7703,NULL,NULL,N,NULL,NULL,NULL
1362767,2013,00:00.0,1738,17,KING ST W,SIMCOE ST,NULL,1,Toronto and East York,10,52,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,D52,76,Bay Street Corridor (76),-79.386,43.6473,NULL,NULL,N,NULL,NULL,NULL
4001505378,2014,00:00.0,1728,17,WILLIAM R ALLEN RD,SHEPPARD AVE W,5 m North of,1,North York,6,32,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,D32,26,Downsview-Roding-CFB (26),-79.4633,43.7502,-79.4633,43.7502,Y,William R Allen Rd,Sheppard Ave W,2021-06-29
3000936141,2013,00:00.0,1813,18,QUEEN ST W,RONCESVALLES AVE,NULL,1,Toronto and East York,4,11,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D11,87,High Park-Swansea (87),-79.4468,43.6385,NULL,NULL,N,NULL,NULL,NULL
3000996799,2013,00:00.0,2035,20,BATHURST ST,FRONTENAC AVE,NULL,1,North York,8,NULL,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D53,39,Bedford Park-Nortown (39),-79.4292,43.7167,NULL,NULL,N,NULL,NULL,NULL
4001595656,2014,00:00.0,1327,13,QUEEN ST E,ELMER AVE,6 m West of,3,Toronto and East York,19,55,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,63,The Beaches (63),-79.3029,43.6693,NULL,NULL,N,NULL,NULL,NULL
142120007,2014,00:00.0,610,6,HIGHWAY 27  S,BELFIELD RD,NULL,1,Etobicoke York,1,23,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,D23,1,West Humber-Clairville (1),-79.5871,43.6992,NULL,NULL,N,NULL,NULL,NULL
4001490210,2014,00:00.0,241,2,QUEEN ST W,LISGAR ST,NULL,1,Toronto and East York,10,14,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,D14,82,Niagara (82),-79.4219,43.6435,NULL,NULL,N,NULL,NULL,NULL
4001495277,2014,00:00.0,2245,22,KIPLING AVE,RATHBURN RD,51 m South of,1,Etobicoke York,2,22,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,D22,10,Princess-Rosethorn (10),-79.543,43.6593,NULL,NULL,N,NULL,NULL,NULL
1329416,2012,00:00.0,1810,18,SHORNCLIFFE RD,BRAMSHOTT RD,NULL,3,Etobicoke York,3,22,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D22,14,Islington-City Centre West (14),-79.5425,43.627,NULL,NULL,N,NULL,NULL,NULL
1385463,2013,00:00.0,1250,12,KING St W,WILSON PARK Rd,NULL,1,Toronto and East York,4,14,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D14,85,South Parkdale (85),-79.4415,43.6366,NULL,NULL,N,NULL,NULL,NULL
4001580826,2014,00:00.0,2334,23,PARLIAMENT ST,KING ST E,NULL,1,Toronto and East York,13,51,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,D51,73,Moss Park (73),-79.3632,43.6527,-79.3632,43.6527,Y,King St E,Parliament St,2017-03-10
3001061187,2013,00:00.0,1545,15,WILLOWDALE AVE,PEMBERTON AVE,NULL,3,North York,18,32,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,50,Newtonbrook East (50),-79.4074,43.7824,NULL,NULL,N,NULL,NULL,NULL
1381801,2013,00:00.0,422,4,BAYVIEW BLOOR DVP RAMP,BAYVIEW BLOOR DVP N RAMP,NULL,NULL,Toronto and East York,14,54,NULL,NULL,Yield Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D54,57,Broadview North (57),-79.3602,43.6832,NULL,NULL,N,NULL,NULL,NULL
1387882,2013,00:00.0,1136,11,LOWER SHERBOURNE Stre,THE ESPLANADE,NULL,3,Toronto and East York,NULL,51,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,77,Waterfront Communities-The Island (77),-79.3672,43.649,NULL,NULL,N,NULL,NULL,NULL
1384646,2013,00:00.0,551,5,DUNDAS St E,REGENT St,NULL,1,Toronto and East York,13,51,Mid-Block,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D51,72,Regent Park (72),-79.364,43.6598,NULL,NULL,N,NULL,NULL,NULL
1379704,2013,00:00.0,245,2,SHEPPARD Ave W,SEELEY Dr,NULL,1,North York,6,31,Intersection,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D31,27,York University Heights (27),-79.4942,43.743,NULL,NULL,N,NULL,NULL,NULL
